,Date,Year,Month,State,EF_Scale,Magnitude,Start_Lat,Start_Lon,End_Lat,End_Lon,Fatalities,Injuries,Property_Loss
61156,2017-10-08 04:00:00,2017,10,SC,0,2,34.764,-82.76,34.883,-82.728,0,0,250000.0
61157,2017-10-08 04:00:00,2017,10,SC,0,2,34.51,-81.967,34.816,-81.84,0,0,300000.0
61158,2017-10-08 04:00:00,2017,10,NC,0,0,35.4,-81.618,35.59,-81.56,0,0,21000.0
61159,2017-10-08 04:00:00,2017,10,SC,0,0,34.722,-81.745,34.725,-81.745,0,0,10000.0
61160,2017-10-08 04:00:00,2017,10,NC,0,1,35.683,-81.532,35.746,-81.515,0,0,150000.0
61161,2017-10-08 04:00:00,2017,10,SC,0,1,35.174,-82.242,35.194,-82.242,0,0,50000.0
61162,2017-10-08 04:00:00,2017,10,NC,0,1,35.207,-82.241,35.216,-82.239,0,0,200000.0
61163,2017-10-08 04:00:00,2017,10,NC,0,0,35.794,-81.499,35.828,-81.489,0,0,10000.0
61164,2017-10-08 04:00:00,2017,10,NC,0,1,35.858,-81.486,35.953,-81.461,0,0,300000.0
61165,2017-10-08 04:00:00,2017,10,NC,0,1,36.1999,-81.4368,36.3018,-81.446,0,0,110000.0
61166,2017-11-17 05:00:00,2017,11,ID,0,0,43.5577,-111.8378,43.5577,-111.8378,0,0,200.0
61167,2017-11-18 05:00:00,2017,11,IN,0,0,40.3889,-86.7377,40.3895,-86.7316,0,0,8000.0
61168,2017-11-18 05:00:00,2017,11,IL,0,0,38.0184,-89.2386,38.02,-89.2263,0,0,250000.0
61169,2017-11-18 05:00:00,2017,11,IL,0,0,37.2351,-88.7367,37.2349,-88.7351,0,0,5000.0
61170,2017-11-18 05:00:00,2017,11,IN,0,1,37.9096,-87.113,37.917,-87.0704,0,0,70000.0
61171,2017-11-18 05:00:00,2017,11,KY,0,1,37.3433,-87.2339,37.3403,-87.1827,0,0,100000.0
61172,2017-11-18 05:00:00,2017,11,KY,0,1,37.3995,-86.9052,37.3957,-86.8693,0,1,250000.0
61173,2017-11-18 05:00:00,2017,11,KY,0,1,37.9222,-86.3086,37.9287,-86.2763,0,1,200000.0
61174,2017-11-18 05:00:00,2017,11,KY,0,0,36.889,-87.196,36.8936,-87.1842,0,0,125000.0
61175,2017-11-18 05:00:00,2017,11,TN,0,0,36.2997,-87.41,36.3074,-87.3967,0,0,15000.0
61176,2017-11-18 05:00:00,2017,11,TN,0,1,36.327,-86.8778,36.3246,-86.8358,0,0,50000.0
61177,2017-11-18 05:00:00,2017,11,TN,0,1,36.0676,-86.574,36.1204,-86.3898,0,0,70000.0
61178,2017-11-18 05:00:00,2017,11,KY,0,1,37.4209,-85.3475,37.4201,-85.3203,0,0,75000.0
61179,2017-11-18 05:00:00,2017,11,AL,0,1,34.588,-87.737,34.589,-87.707,0,0,0.0
61180,2017-11-18 05:00:00,2017,11,TN,0,0,36.41,-86.26,36.42,-86.13,0,0,25000.0
61181,2017-11-18 05:00:00,2017,11,AL,0,1,34.6094,-87.4622,34.618,-87.3868,0,0,0.0
61182,2017-11-18 05:00:00,2017,11,PA,0,1,40.4206,-79.7277,40.491,-79.6829,0,0,50000.0
61183,2017-11-22 05:00:00,2017,11,FL,0,0,26.42,-81.53,26.42,-81.53,0,0,0.0
61184,2017-11-05 04:00:00,2017,11,IN,0,1,38.9509,-86.6385,38.955,-86.5853,0,0,125000.0
61185,2017-11-05 04:00:00,2017,11,IN,0,2,40.3491,-85.3483,40.5687,-84.6711,0,1,11090000.0
61186,2017-11-05 04:00:00,2017,11,OH,0,1,41.3723,-82.877,41.3796,-82.853,0,0,200000.0
61187,2017-11-05 04:00:00,2017,11,OH,0,2,40.5408,-84.5732,40.591,-84.494,0,8,5000000.0
61188,2017-11-05 04:00:00,2017,11,OH,0,1,41.3442,-82.6965,41.3513,-82.6745,0,0,125000.0
61189,2017-11-05 04:00:00,2017,11,IN,0,1,40.1991,-85.3858,40.199,-85.3841,0,0,20000.0
61190,2017-11-05 04:00:00,2017,11,OH,0,2,41.1777,-82.9741,41.1797,-82.9627,0,0,150000.0
61191,2017-11-05 04:00:00,2017,11,OH,0,1,41.1653,-82.9399,41.1686,-82.9326,0,0,200000.0
61192,2017-11-05 04:00:00,2017,11,OH,0,2,40.7284,-82.7968,40.7324,-82.7767,0,0,750000.0
61193,2017-11-05 04:00:00,2017,11,OH,0,0,41.1033,-82.6929,41.1106,-82.687,0,0,200000.0
61194,2017-11-05 04:00:00,2017,11,OH,0,1,41.1857,-82.6389,41.2087,-82.5908,0,0,200000.0
61195,2017-11-05 04:00:00,2017,11,OH,0,0,41.0928,-82.5082,41.1101,-82.4502,0,0,125000.0
61196,2017-11-05 04:00:00,2017,11,OH,0,1,41.2116,-82.4412,41.2203,-82.408,0,0,250000.0
61197,2017-11-05 04:00:00,2017,11,OH,0,0,41.0285,-82.3162,41.0327,-82.3056,0,0,50000.0
61198,2017-11-05 04:00:00,2017,11,OH,0,1,40.7853,-82.3035,40.79,-82.265,0,0,150000.0
61199,2017-11-05 04:00:00,2017,11,OH,0,1,40.7822,-81.9204,40.7823,-81.9166,0,0,75000.0
61200,2017-11-05 04:00:00,2017,11,PA,0,0,42.085,-80.1396,42.0919,-80.1029,0,0,500000.0
61201,2017-11-05 04:00:00,2017,11,OH,0,1,39.9324,-83.6225,39.9262,-83.4978,0,0,125000.0
61202,2017-11-05 04:00:00,2017,11,IL,0,1,38.7468,-88.2289,38.7766,-88.1079,0,0,70000.0
61203,2017-11-05 04:00:00,2017,11,OH,0,2,41.5189,-80.6467,41.538,-80.5197,0,0,1500000.0
61204,2017-11-05 04:00:00,2017,11,OH,0,1,40.6809,-80.5909,40.6752,-80.5788,0,0,10000.0
61205,2017-11-05 04:00:00,2017,11,IN,0,0,38.577,-86.227,38.5786,-86.2164,0,0,100000.0
61206,2017-11-05 04:00:00,2017,11,IN,0,1,38.6028,-86.1021,38.6037,-86.0995,0,0,250000.0
61207,2017-11-05 04:00:00,2017,11,IN,0,1,38.6235,-86.0221,38.6239,-86.0128,0,0,200000.0
61208,2017-12-19 05:00:00,2017,12,TX,0,2,31.7435,-95.1926,31.7687,-95.1494,0,0,120000.0
61209,2017-12-19 05:00:00,2017,12,TX,0,2,31.8934,-94.9435,31.9237,-94.8406,0,0,125000.0
61210,2017-12-20 05:00:00,2017,12,LA,0,1,32.3366,-92.6804,32.3433,-92.6662,0,0,75000.0
61211,2017-12-20 05:00:00,2017,12,TX,0,1,30.2755,-93.9484,30.2945,-93.885,0,0,30000.0
61212,2017-12-20 05:00:00,2017,12,LA,0,1,30.3501,-93.7148,30.3598,-93.6649,0,0,15000.0
61213,2017-12-20 05:00:00,2017,12,LA,0,1,30.4354,-93.4762,30.4584,-93.4019,0,0,250000.0
61214,2017-12-20 05:00:00,2017,12,MS,0,0,31.2834,-90.1802,31.2845,-90.1777,0,0,0.0
61215,2017-12-20 05:00:00,2017,12,AL,0,0,33.1695,-85.4267,33.1597,-85.3732,0,0,0.0
61216,2017-12-20 05:00:00,2017,12,GA,0,0,33.0245,-84.5904,33.0195,-84.536,0,0,30000.0
61217,2017-12-04 05:00:00,2017,12,MO,0,1,39.3099,-92.493,39.3593,-92.3171,0,2,200000.0
61218,2017-12-04 05:00:00,2017,12,MO,0,2,40.3779,-91.6274,40.4142,-91.4888,0,1,100000.0
61219,2017-12-04 05:00:00,2017,12,MO,0,1,38.0386,-92.4879,38.0428,-92.482,0,0,50000.0
61220,2017-01-11 05:00:00,2017,1,CA,0,0,38.6267,-121.4805,38.6286,-121.4731,0,0,25000.0
61221,2017-01-13 05:00:00,2017,1,TX,0,0,30.722,-97.582,30.739,-97.579,0,0,0.0
61222,2017-01-15 05:00:00,2017,1,TX,0,0,30.9217,-96.114,30.9365,-96.0978,0,0,0.0
61223,2017-01-15 05:00:00,2017,1,TX,0,2,31.49,-97.67,31.66,-97.58,0,0,500000.0
61224,2017-01-15 05:00:00,2017,1,TX,0,1,31.77,-97.58,31.79,-97.58,0,0,90000.0
61225,2017-01-15 05:00:00,2017,1,TX,0,1,31.9115,-97.4266,31.9921,-97.3694,0,2,300000.0
61226,2017-01-15 05:00:00,2017,1,TX,0,2,31.0817,-99.2111,31.1097,-99.2033,0,0,0.0
61227,2017-01-15 05:00:00,2017,1,TX,0,0,32.52,-97.12,32.56,-97.1,0,0,150000.0
61228,2017-01-15 05:00:00,2017,1,TX,0,0,32.69,-97.034,32.6922,-97.0295,0,0,120000.0
61229,2017-01-16 05:00:00,2017,1,TX,0,0,31.69,-96.55,31.72,-96.51,0,0,300000.0
61230,2017-01-16 05:00:00,2017,1,TX,0,0,29.9302,-95.5648,29.9312,-95.5646,0,0,0.0
61231,2017-01-16 05:00:00,2017,1,TX,0,0,30.085,-95.4498,30.086,-95.44,0,0,0.0
61232,2017-01-16 05:00:00,2017,1,TX,0,0,30.1276,-95.4339,30.1308,-95.4333,0,0,0.0
61233,2017-01-18 05:00:00,2017,1,TX,0,1,30.9883,-93.6172,30.9882,-93.607,0,0,50000.0
61234,2017-01-19 05:00:00,2017,1,MS,0,2,31.8672,-89.669,32.1127,-89.5132,0,1,2300000.0
61235,2017-01-19 05:00:00,2017,1,AL,0,1,33.4785,-86.3045,33.4877,-86.3025,0,0,0.0
61236,2017-01-21 05:00:00,2017,1,MS,0,3,31.1855,-89.4799,31.4193,-89.0342,4,57,9460000.0
61237,2017-01-21 05:00:00,2017,1,AL,0,2,31.8476,-88.2905,32.0237,-88.0173,0,4,750000.0
61238,2017-01-21 05:00:00,2017,1,AL,0,1,32.0988,-87.7823,32.157,-87.7634,0,0,0.0
61239,2017-01-21 05:00:00,2017,1,GA,0,1,32.9792,-85.0487,33.0185,-84.9678,0,0,50000.0
61240,2017-01-21 05:00:00,2017,1,AL,0,1,32.4692,-86.1733,32.4785,-86.1697,0,0,0.0
61241,2017-01-21 05:00:00,2017,1,AL,0,1,32.5299,-86.2179,32.5504,-86.2081,0,0,0.0
61242,2017-01-21 05:00:00,2017,1,AL,0,0,32.4359,-86.1064,32.4388,-86.1052,0,0,0.0
61243,2017-01-21 05:00:00,2017,1,AL,0,1,32.474,-85.4557,32.509,-85.4303,0,0,0.0
61244,2017-01-21 05:00:00,2017,1,AL,0,0,32.5267,-85.4825,32.55,-85.4523,0,0,0.0
61245,2017-01-21 05:00:00,2017,1,AL,0,1,31.787,-86.1345,31.7882,-85.4987,0,0,0.0
61246,2017-01-21 05:00:00,2017,1,AL,0,0,32.5626,-85.3572,32.5777,-85.3529,0,0,0.0
61247,2017-01-21 05:00:00,2017,1,AL,0,0,32.6138,-85.3677,32.624,-85.3603,0,0,0.0
61248,2017-01-21 05:00:00,2017,1,AL,0,0,32.4811,-85.2189,32.4828,-85.2183,0,0,0.0
61249,2017-01-21 05:00:00,2017,1,AL,0,1,32.5294,-85.1094,32.5377,-85.0971,0,0,0.0
61250,2017-01-21 05:00:00,2017,1,GA,0,1,32.6182,-84.9462,32.6876,-84.7791,0,0,75000.0
61251,2017-01-21 05:00:00,2017,1,GA,0,0,32.7684,-84.6379,32.7753,-84.6058,0,0,10000.0
61252,2017-01-21 05:00:00,2017,1,GA,0,1,32.8097,-84.5331,32.8735,-84.394,0,0,65000.0
61253,2017-01-21 05:00:00,2017,1,GA,0,1,32.5937,-84.3997,32.6883,-84.2217,0,0,100000.0
61254,2017-01-21 05:00:00,2017,1,GA,0,2,32.8318,-84.4239,32.9109,-84.3983,0,0,300000.0
61255,2017-01-21 05:00:00,2017,1,GA,0,1,32.8477,-84.4077,32.8946,-84.3364,0,0,75000.0
61256,2017-01-21 05:00:00,2017,1,GA,0,0,32.9182,-84.36,32.9237,-84.3718,0,0,20000.0
61257,2017-01-21 05:00:00,2017,1,GA,0,1,32.9499,-84.3131,32.9769,-84.3105,0,0,20000.0
61258,2017-01-21 05:00:00,2017,1,GA,0,1,32.4111,-84.009,32.452,-83.864,0,0,30000.0
61259,2017-01-21 05:00:00,2017,1,GA,0,0,32.9113,-83.8972,33.0158,-83.8092,0,0,15000.0
61260,2017-01-21 05:00:00,2017,1,GA,0,2,32.5114,-83.7901,32.5942,-83.5945,0,0,295000.0
61261,2017-01-21 05:00:00,2017,1,GA,0,0,32.535,-83.385,32.575,-83.33,0,0,50000.0
61262,2017-01-21 05:00:00,2017,1,GA,0,1,32.444,-83.313,32.469,-83.245,0,0,30000.0
61263,2017-01-21 05:00:00,2017,1,GA,0,1,32.797,-83.17,32.827,-83.076,0,0,10000.0
61264,2017-01-21 05:00:00,2017,1,GA,0,0,33.1792,-83.343,33.1839,-83.335,0,0,25000.0
61265,2017-01-21 05:00:00,2017,1,GA,0,0,32.671,-82.915,32.686,-82.882,0,0,12000.0
61266,2017-01-21 05:00:00,2017,1,GA,0,1,33.0525,-83.0967,33.0555,-83.0884,0,0,10000.0
61267,2017-01-21 05:00:00,2017,1,GA,0,0,32.688,-82.641,32.754,-82.564,0,0,10000.0
61268,2017-01-21 05:00:00,2017,1,GA,0,1,32.896,-82.82,32.929,-82.799,0,0,30000.0
61269,2017-01-21 05:00:00,2017,1,GA,0,1,32.924,-82.779,32.938,-82.764,0,0,50000.0
61270,2017-01-21 05:00:00,2017,1,GA,0,1,32.95,-82.73,32.986,-82.592,0,0,60000.0
61271,2017-01-21 05:00:00,2017,1,GA,0,0,32.8601,-82.2922,32.8787,-82.2891,0,0,0.0
61272,2017-01-21 05:00:00,2017,1,GA,0,0,32.6596,-82.1848,32.7009,-82.1185,0,0,50000.0
61273,2017-01-21 05:00:00,2017,1,GA,0,0,32.9581,-82.1649,32.9501,-82.1886,0,0,0.0
61274,2017-01-21 05:00:00,2017,1,GA,0,1,33.0648,-81.9642,33.0794,-81.9616,0,0,0.0
61275,2017-01-21 05:00:00,2017,1,GA,0,0,32.82,-81.76,32.83,-81.76,0,0,0.0
61276,2017-01-21 05:00:00,2017,1,GA,0,0,31.93,-82.09,31.92,-82.08,0,0,0.0
61277,2017-01-21 05:00:00,2017,1,GA,0,1,32.78,-81.61,32.8,-81.57,0,0,0.0
61278,2017-01-21 05:00:00,2017,1,SC,0,2,33.3089,-81.3711,33.3991,-81.1681,0,1,0.0
61279,2017-01-21 05:00:00,2017,1,SC,0,1,33.3761,-81.0839,33.399,-80.9941,0,0,0.0
61280,2017-01-21 05:00:00,2017,1,TX,0,2,32.5199,-94.2529,32.6096,-94.1995,0,0,1000000.0
61281,2017-01-21 05:00:00,2017,1,TX,0,1,32.7724,-94.4179,32.784,-94.4163,0,0,250000.0
61282,2017-01-21 05:00:00,2017,1,TX,0,2,32.8087,-94.1962,32.9308,-94.0211,0,1,900000.0
61283,2017-01-21 05:00:00,2017,1,LA,0,2,32.8883,-93.6432,32.9693,-93.4819,0,1,825000.0
61284,2017-01-21 05:00:00,2017,1,LA,0,1,32.8875,-93.3193,32.9198,-93.2729,0,0,10000.0
61285,2017-01-21 05:00:00,2017,1,LA,0,2,31.6824,-93.0381,31.6847,-93.0035,0,1,500000.0
61286,2017-01-21 05:00:00,2017,1,LA,0,1,31.5566,-92.7473,31.5802,-92.7213,0,1,250000.0
61287,2017-01-21 05:00:00,2017,1,AR,0,1,33.1731,-92.807,33.211,-92.7859,0,0,10000.0
61288,2017-01-21 05:00:00,2017,1,AR,0,0,33.1908,-92.4782,33.1995,-92.4767,0,0,25000.0
61289,2017-01-21 05:00:00,2017,1,LA,0,0,31.6287,-92.4199,31.6329,-92.3995,0,0,25000.0
61290,2017-01-21 05:00:00,2017,1,LA,0,0,31.6792,-92.1562,31.6779,-92.154,0,0,90000.0
61291,2017-01-21 05:00:00,2017,1,AR,0,0,33.2393,-91.82,33.2468,-91.8127,0,0,3000.0
61292,2017-01-21 05:00:00,2017,1,LA,0,0,32.8663,-92.1666,32.8701,-92.157,0,0,10000.0
61293,2017-01-21 05:00:00,2017,1,LA,0,1,32.8212,-91.7873,32.8882,-91.657,0,0,145000.0
61294,2017-01-21 05:00:00,2017,1,MS,0,2,32.4914,-88.602,32.5471,-88.496,0,1,175000.0
61295,2017-01-22 05:00:00,2017,1,GA,0,2,30.8997,-83.9821,31.0016,-83.6917,0,3,270000.0
61296,2017-01-22 05:00:00,2017,1,GA,0,3,30.9998,-83.5841,31.1557,-83.2095,11,45,2500000.0
61297,2017-01-22 05:00:00,2017,1,GA,0,1,32.01,-81.67,32.01,-81.66,0,0,0.0
61298,2017-01-22 05:00:00,2017,1,GA,0,1,31.402,-83.0281,31.4287,-82.9857,0,0,0.0
61299,2017-01-22 05:00:00,2017,1,GA,0,1,31.7404,-82.5428,31.7826,-82.3602,0,0,0.0
61300,2017-01-22 05:00:00,2017,1,GA,0,1,30.8897,-83.3891,30.9158,-83.3134,0,0,250000.0
61301,2017-01-22 05:00:00,2017,1,AL,0,0,33.0439,-87.3412,33.0471,-87.3381,0,0,0.0
61302,2017-01-22 05:00:00,2017,1,AL,0,1,31.3377,-85.2515,31.3706,-85.1662,0,0,100000.0
61303,2017-01-22 05:00:00,2017,1,AL,0,1,32.1254,-85.957,32.1386,-85.9269,0,0,0.0
61304,2017-01-22 05:00:00,2017,1,GA,0,2,31.5704,-84.8654,31.6805,-84.7076,0,1,650000.0
61305,2017-01-22 05:00:00,2017,1,AL,0,0,32.5302,-85.5572,32.5797,-85.5004,0,0,0.0
61306,2017-01-22 05:00:00,2017,1,FL,0,1,29.8217,-84.9188,29.8449,-84.89,0,0,0.0
61307,2017-01-22 05:00:00,2017,1,AL,0,1,32.6262,-85.4207,32.6677,-85.4015,0,0,0.0
61308,2017-01-22 05:00:00,2017,1,GA,0,3,31.4373,-84.3447,31.9924,-83.3474,5,88,310300000.0
61309,2017-01-22 05:00:00,2017,1,GA,0,1,31.916,-83.808,31.998,-83.74,0,0,20000.0
61310,2017-01-22 05:00:00,2017,1,GA,0,1,31.804,-83.6168,31.8062,-83.6125,0,0,10000.0
61311,2017-01-22 05:00:00,2017,1,GA,0,1,32.422,-83.3588,32.4452,-83.332,0,0,20000.0
61312,2017-01-22 05:00:00,2017,1,GA,0,0,32.524,-83.317,32.53,-83.3105,0,0,10000.0
61313,2017-01-22 05:00:00,2017,1,GA,0,1,31.402,-83.0281,31.4287,-82.9857,0,0,0.0
61314,2017-01-22 05:00:00,2017,1,GA,0,1,30.9007,-81.8579,31.0439,-81.6321,0,0,0.0
61315,2017-01-22 05:00:00,2017,1,GA,0,1,30.9541,-81.8902,30.9697,-81.8692,0,0,0.0
61316,2017-01-23 05:00:00,2017,1,FL,0,1,26.7896,-80.3272,26.8034,-80.2774,0,0,0.0
61317,2017-01-23 05:00:00,2017,1,FL,0,1,26.8596,-80.1432,26.8931,-80.057,0,0,1000000.0
61318,2017-01-23 05:00:00,2017,1,FL,0,1,25.8162,-80.3258,25.8334,-80.2853,0,0,0.0
61319,2017-01-02 05:00:00,2017,1,TX,0,1,31.0707,-94.021,31.087,-93.9824,0,0,30000.0
61320,2017-01-02 05:00:00,2017,1,TX,0,1,30.5821,-93.758,30.6012,-93.7209,0,0,30000.0
61321,2017-01-02 05:00:00,2017,1,LA,0,1,30.5732,-93.5343,30.5725,-93.5294,0,0,25000.0
61322,2017-01-02 05:00:00,2017,1,LA,0,1,30.5618,-93.4362,30.5638,-93.4161,0,0,50000.0
61323,2017-01-02 05:00:00,2017,1,LA,0,1,30.5567,-93.3157,30.556,-93.2378,0,0,20000.0
61324,2017-01-02 05:00:00,2017,1,LA,0,1,30.4543,-93.2502,30.461,-93.2049,0,0,150000.0
61325,2017-01-02 05:00:00,2017,1,LA,0,1,31.3704,-92.5896,31.3727,-92.5808,0,0,50000.0
61326,2017-01-02 05:00:00,2017,1,LA,0,0,30.6231,-92.4694,30.6234,-92.4604,0,0,75000.0
61327,2017-01-02 05:00:00,2017,1,LA,0,1,31.0325,-92.3705,31.0334,-92.3468,0,0,250000.0
61328,2017-01-02 05:00:00,2017,1,LA,0,1,30.9446,-92.1952,30.962,-92.1764,0,0,1000000.0
61329,2017-01-02 05:00:00,2017,1,LA,0,1,31.0602,-92.1408,31.0748,-92.096,0,0,1000000.0
61330,2017-01-02 05:00:00,2017,1,LA,0,1,31.0967,-92.0663,31.0967,-92.0485,0,0,2500000.0
